Structure,File,Line,Text
MSR,vmm_dispatcher/tdx_vmm_dispatcher.c,113,// Set bits 34:33 (IA32_FIXED_CTR1/2 enable) of the IA32_PERF_GLOBAL_CTRL MSR to the value of
MSR,vmm_dispatcher/api_calls/tdh_vp_addcx.c,149,// MSR and shadow MSR bitmaps pages are initialized to all -1
MSR,vmm_dispatcher/api_calls/tdh_mng_init.c,823,// Check and initialize the virtual IA32_ARCH_CAPABILITIES MSR
MSR,vmm_dispatcher/api_calls/tdh_mng_init.c,826,// Check and initialize the virtual IA32_ARCH_CAPABILITIES MSR
MSR,vmm_dispatcher/api_calls/tdh_mng_init.c,845,*  Build the MSR bitmaps
MSR,vmm_dispatcher/api_calls/tdh_mng_init.c,849,// Initialize the virtual MSR values
MSR,vmm_dispatcher/api_calls/tdh_sys_lp_init.c,89,"TDX_ERROR(""local MTRRCAP MSR mismatch with platform\n"");"
MSR,vmm_dispatcher/api_calls/tdh_mng_add_cx.c,121,"*  To save later work during TDHMNGINIT, the MSR bitmaps page is filled with"
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,57,// Sanity check on the MSR values returned by the CPU:
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,69,// VM entry allows control X to be 0 if bit X in the MSR is cleared to 0;
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,70,"// if bit X in the MSR is set to 1, VM entry fails if control X is 0."
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,80,// VM entry allows control X to be 1 if bit 32+X in the MSR is set to 1;
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,81,"// if bit 32+X in the MSR is cleared to 0, VM entry fails if control X is 1."
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,969,// This MSR should read the same value on all LP on TDSYSINITLP and during
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,1223,Sample and Check MSR's
MSR,vmm_dispatcher/api_calls/tdh_sys_init.c,1227,"TDX_ERROR(""Check of MSR's failed\n"");"
MSR,vmm_dispatcher/api_calls/tdh_vp_init.c,89,*  All other MSR's are set to 0
MSR,vmm_dispatcher/api_calls/tdh_vp_init.c,254,*  Initialize the TD VCPU MSR state in TDVPS
MSR,vmm_dispatcher/api_calls/tdh_vp_init.c,292,// Prepare and initialize the L2 VMCSes and MSR bitmaps
MSR,vmm_dispatcher/api_calls/tdh_vp_init.c,299,// There's no need to explicitly initialize the MSR exiting bitmaps.
MSR,common/data_structures/td_control_structures.h,352,* @brief Virtual CPUID flags:  save searching CPUID_VALUES during MSR virtualization and TD entry/exit
MSR,common/data_structures/td_control_structures.h,806,* TDCX 5th page - MSR Bitmaps
MSR,common/data_structures/tdx_tdvps.h,550,"*          2) MSR exit bitmaps page, controling L2 VM RDMSR/WRMSR VM exit"
MSR,common/data_structures/tdx_tdvps.h,551,"*          3) Shadow MSR exit bitmaps page, defining the L2 VM policy for handling MSR access, set by the L1 VMM"
MSR,common/data_structures/td_vmcs_init.c,58,// Guest MSR
MSR,common/exception_handling/exception_handling_asm.S,162,"movq $NON_FAULTING_MSR_ADDR, %rcx      // Non-faulting MSR index"
MSR,common/accessors/ia32_accessors.h,145,"// In case of #GP, MSR(NON_FAULTING_MSR_ADDR) (0x8B) will be written with 0 value,"
MSR,common/x86_defs/msr_defs.h,25,* @brief msr definitions
MSR,common/x86_defs/msr_defs.h,165,#define PERFMON_MSR_INDEX_DELTA      4 // Difference between MSR indices for counter N and counter N+1
MSR,common/x86_defs/msr_defs.h,599,"uint32_t forbidden  :  1;      // Bit 63:  This is a TDX definition, this bit is reserved for the real MSR"
MSR,common/x86_defs/x86_defs.h,1150,uint32_t msr : 1;           // Bit  5
MSR,common/helpers/virt_msr_helpers.c,25,* @brief Virtual VMX MSR helper functions
MSR,common/helpers/virt_msr_helpers.c,53,// Initialize the values of the virtual IA32_ARCH_CAPABILITIES MSR
MSR,common/helpers/virt_msr_helpers.c,109,arch_cap_value.xapic_disable_status = 1;  // Bit 21:  IA32_XAPIC_DISABLE_STATUS (MSR 0xBD) is available
MSR,common/helpers/virt_msr_helpers.c,137,// Check the value of the virtual IA32_ARCH_CAPABILITIES MSR on import
MSR,common/helpers/helpers.c,1711,// APIC works in x2APIC mode (MSR access). APIC ID is 32 bits.
MSR,common/helpers/helpers.c,1787,"uint32_t check_mem_enc_alg (ia32_tme_capability_t tme_capability,  // In:  IA32_TME_CAPABILITY MSR value"
MSR,common/helpers/helpers.c,1788,ia32_tme_activate_t   tme_activate)    // In:  IA32_TME_ACTIVATE MSR value
MSR,common/helpers/helpers.c,1851,// No other MSR's are currently expected for rare case
MSR,common/helpers/helpers.c,1897,// Assuming that the whole MSR bitmap was initialized to all 1's by TDHMNGADDCX
MSR,common/helpers/helpers.c,1910,continue; // Nothing to do for whole MSR address range
MSR,common/helpers/helpers.c,2099,*  Build the MSR bitmaps
MSR,common/helpers/helpers.c,2101,*  The MSR bitmap page was filled with all 1's during TDH_MNG_ADDCX
MSR,common/helpers/helpers.c,2143,* VMCS version ID reported by the IA32_VMX_BASIC MSR
MSR,common/helpers/virt_msr_helpers.h,25,* @brief Virtual VMX MSR helper functions
MSR,common/helpers/virt_msr_helpers.h,45,ia32_vmx_basic_t msr;
MSR,common/helpers/virt_msr_helpers.h,47,msr.raw = 0;
MSR,common/helpers/virt_msr_helpers.h,48,msr.vmexit_info_on_ios = 1;
MSR,common/helpers/virt_msr_helpers.h,49,msr.ia32_vmx_true_available = 1;
MSR,common/helpers/virt_msr_helpers.h,50,msr.voe_without_err_code = 1;
MSR,common/helpers/virt_msr_helpers.h,52,return msr;
MSR,common/helpers/virt_msr_helpers.h,58,ia32_vmx_misc_t msr;
MSR,common/helpers/virt_msr_helpers.h,60,msr.raw = 0;
MSR,common/helpers/virt_msr_helpers.h,61,msr.unrestricted_guest = 1;
MSR,common/helpers/virt_msr_helpers.h,62,msr.activity_hlt = 1;
MSR,common/helpers/virt_msr_helpers.h,63,msr.activity_shutdown = 1;
MSR,common/helpers/virt_msr_helpers.h,64,msr.pt_in_vmx = 1;
MSR,common/helpers/virt_msr_helpers.h,65,msr.max_cr3_targets = 4;
MSR,common/helpers/virt_msr_helpers.h,66,msr.vmwrite_any_vmcs_field = 1;
MSR,common/helpers/virt_msr_helpers.h,67,msr.voe_with_0_instr_length = 1;
MSR,common/helpers/virt_msr_helpers.h,69,return msr;
MSR,common/helpers/virt_msr_helpers.h,215,// calculate the msr value based on constants and cpu enumeration gathered by tdh.sys.init
MSR,common/helpers/virt_msr_helpers.h,226,// calculate the msr value based on constants and cpu enumeration gathered by tdh.sys.init
MSR,common/helpers/virt_msr_helpers.h,238,// calculate the msr value based on constants and cpu enumeration gathered by tdh.sys.init
MSR,common/helpers/virt_msr_helpers.h,244,// calculate the msr value based on constants and cpu enumeration gathered by tdh.sys.init
MSR,common/helpers/virt_msr_helpers.h,260,"ia32_vmx_ept_vpid_cap_t msr, platform_msr;"
MSR,common/helpers/virt_msr_helpers.h,264,msr.raw = 0;
MSR,common/helpers/virt_msr_helpers.h,265,msr.exe_only_supported = 1;
MSR,common/helpers/virt_msr_helpers.h,266,msr.ps_2m_supported = 1;
MSR,common/helpers/virt_msr_helpers.h,267,msr.ps_1g_supported = 1;
MSR,common/helpers/virt_msr_helpers.h,268,msr.advanced_vmexit_info_supported = 1;
MSR,common/helpers/virt_msr_helpers.h,269,msr.sss_support = ((ia32_xcr0_t)tdcs_p->executions_ctl_fields.xfam).cet_s;
MSR,common/helpers/virt_msr_helpers.h,270,msr.hlat_prefix_size = platform_msr.hlat_prefix_size;
MSR,common/helpers/virt_msr_helpers.h,272,return msr;
MSR,common/helpers/virt_msr_helpers.h,302,ia32_vmx_basic_t msr = {.raw = value};
MSR,common/helpers/virt_msr_helpers.h,305,msr.vmcs_revision_id = 0;
MSR,common/helpers/virt_msr_helpers.h,306,msr.vmcs_region_size = 0;
MSR,common/helpers/virt_msr_helpers.h,307,msr.dual_monitor = 0;
MSR,common/helpers/virt_msr_helpers.h,308,msr.vmcs_mt = 0;
MSR,common/helpers/virt_msr_helpers.h,310,return (msr.raw == calc_virt_ia32_vmx_basic().raw);
MSR,common/helpers/virt_msr_helpers.h,316,ia32_vmx_misc_t msr = {.raw = value};
MSR,common/helpers/virt_msr_helpers.h,319,msr.vmx_preempt_timer_tsc_factor = 0;
MSR,common/helpers/virt_msr_helpers.h,320,msr.activity_wait_for_sipi = 0;
MSR,common/helpers/virt_msr_helpers.h,321,msr.ia32_smbase = 0;
MSR,common/helpers/virt_msr_helpers.h,322,msr.ia32_smm_monitor_ctl = 0;
MSR,common/helpers/virt_msr_helpers.h,323,msr.max_msr_list_size = 0;
MSR,common/helpers/virt_msr_helpers.h,324,msr.mseg_rev_id = 0;
MSR,common/helpers/virt_msr_helpers.h,326,return (msr.raw == calc_virt_ia32_vmx_misc().raw);
MSR,common/helpers/virt_msr_helpers.h,329,"// Check the imported value of VMX control MSR (e.g., IA32_VMX_TRUE_PROCBASED_CTLS) for compatibility."
MSR,common/helpers/virt_msr_helpers.h,343,"// Check the imported value of VMX control MSR (e.g., IA32_VMX_CR0_FIXED) for compatibility."
MSR,common/helpers/virt_msr_helpers.h,352,"// Check the imported value of VMX control MSR (e.g., IA32_VMX_EXEC_CTLS3) for compatibility."
MSR,common/helpers/virt_msr_helpers.h,422,ia32_vmx_ept_vpid_cap_t msr;
MSR,common/helpers/virt_msr_helpers.h,424,msr.raw = tdcs_p->virt_msrs.virtual_ia32_vmx_ept_vpid_cap.raw;
MSR,common/helpers/virt_msr_helpers.h,427,msr.pml4_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,428,msr.pml5_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,429,msr.uc_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,430,msr.wb_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,431,msr.invept_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,432,msr.invvpid_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,433,msr.ad_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,434,msr.single_context_invept_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,435,msr.single_context_invvpid_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,436,msr.single_contx_retaining_globals_invvpid_supp = 0;
MSR,common/helpers/virt_msr_helpers.h,437,msr.all_context_invept_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,438,msr.all_context_invvpid_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,439,msr.individual_addr_invvpid_supported = 0;
MSR,common/helpers/virt_msr_helpers.h,441,return (msr.raw == calc_virt_ia32_vmx_ept_vpid_cap(tdcs_p).raw);
MSR,common/helpers/virt_msr_helpers.h,499,// Check the native value of IA32_ARCH_CAPABILITIES MSR
MSR,common/helpers/virt_msr_helpers.h,521,* @brief Initialize the values of the virtual IA32_ARCH_CAPABILITIES MSR
MSR,common/helpers/virt_msr_helpers.h,531,* @brief Check the value of the virtual IA32_ARCH_CAPABILITIES MSR on import
MSR,common/helpers/virt_msr_helpers.h,575,// Calculate the virtual value of IA32_SPEC_CTRL MSR based on the real value
MSR,common/helpers/virt_msr_helpers.h,588,// Calculate the real value of IA32_SPEC_CTRL MSR based on the virtual value
MSR,common/helpers/error_reporting.h,98,"2) For an unexpected VM exit due to RDMSR or WRMSR, this field will provide the offending MSR index."
MSR,common/helpers/helpers.h,1653,* @brief Helper routines for MSR bitmap handling
MSR,common/helpers/helpers.h,1805,Optimized DR and MSR Write and Init Helpers
MSR,common/helpers/helpers.h,1808,* @brief Write 'value' to MSR 'index' if value != cur_value
MSR,common/helpers/helpers.h,1810,* @param addr - MSR address
MSR,common/helpers/helpers.h,1811,* @param new_value - The new value that should be written to the MSR
MSR,common/helpers/helpers.h,1812,* @param cur_value - MSR current value
MSR,common/helpers/helpers.h,1857,* @param tme_capability - IA32_TME_CAPABILITY MSR value
MSR,common/helpers/helpers.h,1858,* @param tme_activate - IA32_TME_ACTIVATE MSR value
MSR,common/helpers/helpers.h,1860,"* @return O if no error, offending MSR address if error"
MSR,common/metadata_handlers/metadata_vp.c,204,// with the allowed values enumerated by the CPU using IA32_VMX_PROCBASED_CTLS MSR.
MSR,common/metadata_handlers/metadata_vp.c,246,// with the allowed values enumerated by the CPU using IA32_VMX_PROCBASED_CTLS2 MSR.
MSR,common/metadata_handlers/metadata_vp.c,289,// with the allowed values enumerated by the CPU using IA32_VMX_PROCBASED_CTLS3 MSR.
MSR,common/metadata_handlers/metadata_vp.c,316,// with the allowed values enumerated by the CPU using IA32_VMX_PROCBASED_CTLS2 MSR.
MSR,common/metadata_handlers/metadata_vp.c,626,"// On host access (only for debug), return the real MSR bitmaps value"
MSR,common/metadata_handlers/metadata_vp.c,632,"// On guest access and for migration, return the shadow MSR bitmaps value"
MSR,common/metadata_handlers/metadata_vp.c,1243,// Prevent modification of the IA32_RTIT_CTL MSR image in XBUFF.
MSR,common/metadata_handlers/metadata_vp.c,1255,/* Do not import the IA32_RTIT_CTL MSR image in XBUFF; write 0 instead.  This image resides at offset 0
MSR,common/metadata_handlers/metadata_vp.c,1500,// Write the real MSR bitmaps page used by the CPU
MSR,common/metadata_handlers/metadata_vp.c,1501,// The MSR bitmaps value is a bitwise - or of the TD's MSR bitmaps value and the shadow value.
MSR,common/metadata_handlers/metadata_vp.c,1502,// Map the TD's MSR bitmaps page (it is typically unmapped).
MSR,common/metadata_handlers/metadata_td.c,169,// - Record CPUID_FLAGS that will be used for MSR virtualization and TD entry / exit.
MSR,common/metadata_handlers/metadata_td.c,266,"// To support HLE, IA32_TSX_CTRL MSR must exist"
PAMT,td_transitions/tdh_vp_enter.c,661,pamt_entry_t        * tdr_pamt_entry_ptr;          // Pointer to the TDR PAMT entry
PAMT,td_dispatcher/tdx_td_dispatcher.c,150,"// Check that we have no mapped keyholes left, beside the 2 that we store for TDR/TDVPR PAMT entries"
PAMT,vmm_dispatcher/migration_api_calls/tdh_export_state_vp.c,54,pamt_entry_t         *tdr_pamt_p = NULL;    // Pinter to owner tdr pamt entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_state_vp.c,78,pamt_entry_t         *tdr_pamt_p = NULL;    // Pinter to owner tdr pamt entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_mig_stream_create.c,104,// Check and lock the new MIGSC page in PAMT
PAMT,vmm_dispatcher/migration_api_calls/tdh_mig_stream_create.c,134,// Update the new page’s PAMT entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,888,// Check and lock the new TD page in PAMT
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,899,// Handle the case of a missing PAMT page pair to map the imported page
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1006,// Update the new page’s PAMT entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1014,// Release the PAMT locks
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1071,/* Get the TD page address and PAMT entry */
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1078,PAMT.BEPOCH records the migration epoch of last import. To avoid confusion
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1079,"with a possible value of PAMT.BEPOCH used for regular blocking, the following"
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1261,// Update the PAMT entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1296,// Get the TD page address and PAMT entry
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1309,PAMT.BEPOCH records the migration epoch of last import.  To avoid confusion
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1310,"with a possible value of PAMT.BEPOCH used for regular blocking, the following"
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1359,/* Mark the removed page as not assigned to TDX.  Update its PAMT.PT
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1360,to PT_NDA. PT of all the PAMT entries at the levels below and above are already
PAMT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1416,"since PAMT walk is only done for the MIGRATE case, where the page HPA is provided"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,154,// PAMT size should not cause integer overflow when added to the base
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,157,"TDX_ERROR(""PAMT size 0x%llx causes integer overflow when added to base 0x%llx\n"", pamt_base, pamt_size);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,161,// PAMT base address must comply with the alignment requirements.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,164,"TDX_ERROR(""PAMT base=0x%llx or size=0x%llx are not 4KB aligned\n"", pamt_base, pamt_size);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,168,// PAMT base address must comply with the platform’s maximum PA and their HKID bits must be 0.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,171,"TDX_ERROR(""PAMT base=0x%llx doesn't comply with platform max PA = 0x%llx, or HKID=0x%x!=0\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,176,// PAMT end address must comply with the platform’s maximum PA and their HKID bits must be 0.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,180,"TDX_ERROR(""PAMT end=0x%llx doesn't comply with platform max PA = 0x%llx, or HKID=0x%x!=0\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,189,"// Calculate required size for a bitmap, as 4K PAMT area serves as a bitmap instead"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,193,// The size of each PAMT region must be large enough to contain the PAMT for its associated TDMR.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,196,"TDX_ERROR(""PAMT size=0x%llx isn't big enough to contain entries (0x%llx) for current TDMR\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,243,"// At this point PAMT areas, TDMR reserved areas, and TDMR area"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,247,"TDX_ERROR(""TDMR: PAMT [0x%llx - 0x%llx] overlaps with available area [0x%llx - 0x%llx]\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,265,"// At this point PAMT areas, TDMR reserved areas, and TDMR area"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,269,"TDX_ERROR(""TDMR: PAMT [0x%llx - 0x%llx] overlaps with available area [0x%llx - 0x%llx]\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,351,"TDX_ERROR(""TDMR[%d].PAMT_4KB overlaps other PAMT in TDMR[%d]\n"", i, j);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,356,"TDX_ERROR(""TDMR[%d].PAMT_2MB overlaps other PAMT in TDMR[%d]\n"", i, j);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,362,"TDX_ERROR(""TDMR[%d].PAMT_1GB overlaps other PAMT in TDMR[%d]\n"", i, j);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,393,"// For each PAMT region (1G, 2M and 4K) of each TDMR:"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,394,//  PAMT base address must comply with the alignment requirements.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,395,//  PAMT base address must comply with the platform’s maximum PA and their HKID bits must be 0.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,396,//  The size of each PAMT region must be large enough to contain the PAMT for its associated TDMR.
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,457,"TDX_ERROR(""TDMR[%d] PAMT addresses/sizes are incorrect\n"", i);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,462,"TDX_ERROR(""TDMR[%d] PAMT areas are overlapping\n"", i);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,468,"TDX_ERROR(""TDMR[%d] PAMT areas are not contained in reserved area\n"", i);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,474,"TDX_ERROR(""TDMR[%d] PAMT areas are not contained in convertible areas (CMR)\n"", i);"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,546,"TDX_ERROR(""TDMR[%d]: RSVD_AREA[%d] offset 0x%llx or size 0x%llx are not 2MB (for dynamic PAMT) or 4KB aligned\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,683,"// Check TDMR_INFO and update the internal TDMR_TABLE with TDMR, reserved areas and PAMT setup:"
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,827,"TDX_ERROR(""HKID start bit %d is not allowed for Dynamic PAMT config\n"","
PAMT,vmm_dispatcher/api_calls/tdh_sys_config.c,867,"update_pamt_array(tdmr_info_copy, pamt_data_array, (uint32_t)i); // save tdmr's pamt data"
PAMT,vmm_dispatcher/api_calls/tdh_vp_addcx.c,56,pamt_entry_t        * tdr_pamt_entry_ptr;        // Pointer to the TDR PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_vp_addcx.c,169,// Set the new TDCX page PAMT fields
PAMT,vmm_dispatcher/api_calls/tdh_vp_create.c,118,// Set the new TDVPR page PAMT fields
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,61,pamt_entry_t        * removed_page_pamt_entry_ptr = NULL;  // Pointer to the to-be-removed page PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,63,bool_t                removed_page_locked_flag = false;  // Indicate PAMT of to-be-removed page is locked
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,158,// Get removed page HPA PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,167,"TDX_ERROR(""Can't acquire lock on removed page pamt entry\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,235,// Update the removed page PAMT entry to FREE
PAMT,vmm_dispatcher/api_calls/tdh_sys_tdmr_init.c,45,// We can initialize bigger ranges for dynamic PAMT
PAMT,vmm_dispatcher/api_calls/tdh_sys_tdmr_init.c,106,//   4.  Initialize an (implementation defined) number of PAMT entries.
PAMT,vmm_dispatcher/api_calls/tdh_sys_tdmr_init.c,107,//        The maximum number of PAMT entries to be initialized is set to avoid latency issues.
PAMT,vmm_dispatcher/api_calls/tdh_sys_tdmr_init.c,108,"//   5.  If the PAMT for a 1GB block of TDMR has been fully initialized, mark that 1GB block as ready for use."
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,63,pamt_entry_t        * unblocked_page_pamt_entry_ptr = NULL;  // Pointer to the to-be-removed page PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,161,// Get the PAMT entry of the unblocked page
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,164,// Get unblocked page HPA PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,167,"// Leaf points to a PT_REG page, get its PAMT entry"
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,172,// Get unblocked page HPA PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,176,"// Non-leaf points to a PT_SEPT page, get its PAMT entry"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,62,"TDX_ERROR(""Dynamic PAMT not enabled!\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,86,"TDX_ERROR(""Error in HPA0 PAMT 0x%llx\n"", pamt_hpa0);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,101,"TDX_ERROR(""Error in HPA1 PAMT 0x%llx\n"", pamt_hpa1);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,110,"TDX_ERROR(""Couldn't find relevant PAMT for 0x%llx\n"", page_info.raw);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,119,"TDX_ERROR(""PAMT walk failure for 0x%llx!\n"", page_info.raw);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,128,"TDX_ERROR(""PAMT already in use 0x%llx!\n"", pamt_node_p->pt);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,133,// PAMT-walk the two new pages and check their type
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,145,"TDX_ERROR(""New PAMT HPA0 - 0x%llx is not free!\n"", pamt_hpa0);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,162,"TDX_ERROR(""New PAMT HPA1 - 0x%llx is not free!\n"", pamt_hpa1);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,168,"// For each of the two new PAMT pages, atomically test & set its respective PAMT_PAGE_BITMAP bit."
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,171,"TDX_ERROR(""New PAMT HPA0 - 0x%llx already used as PAMT page\n"", pamt_hpa0);"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_pamt_add.c,180,"TDX_ERROR(""New PAMT HPA1 - 0x%llx already used as PAMT page\n"", pamt_hpa1);"
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_aug.c,65,pamt_walk_result_t    td_page_pamt_walk_result;  // Pointer to the TD PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_aug.c,187,// Update the new Secure EPT page’s PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,316,"TDX_ERROR(""Can't acquire lock on merged page pamt entry\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,408,"TDX_ERROR(""Can't acquire lock on L2 (%d) merged page pamt entry\n"", vm_id);"
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,456,// Merge PAMT range of the promoted page
PAMT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,459,"TDX_ERROR(""Couldn't not merge the destined page in PAMT\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_mng_create.c,136,// Set the new TDR page PAMT fields
PAMT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,177,// Get removed page L1 SEPT HPA PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,186,"TDX_ERROR(""Can't acquire lock on removed page pamt entry\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,258,// Get removed page HPA PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,262,"// Get the PAMT node entry of the L2 SEPT page that will be removed, and lock it"
PAMT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,268,"TDX_ERROR(""Can't acquire lock on L2 removed page pamt entry (VM %d)\n"", vm_id);"
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,139,pamt_entry_t        * td_page_pamt_entry_ptr = NULL; // Pointer to the TD PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,279,// Atomically update the PAMT.BEPOCH for the blocked page
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,280,// Read the TD’s epoch (TDCS.TD_EPOCH) and write it to the PAMT entry of the
PAMT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,281,// blocked Secure EPT page or TD private page (PAMT.BEPOCH)
PAMT,vmm_dispatcher/api_calls/tdh_phymem_page_wbinvd.c,44,bool_t                page_wbinvd_locked_flag = false;        // Indicate PAMT of page is locked
PAMT,vmm_dispatcher/api_calls/tdh_phymem_page_rdmd.c,91,"TDX_ERROR(""Page PA does not comply with PAMT range rules\n"");"
PAMT,vmm_dispatcher/api_calls/tdh_phymem_page_rdmd.c,96,// Walk and locate the leaf PAMT entry
PAMT,vmm_dispatcher/api_calls/tdh_phymem_page_rdmd.c,100,"TDX_ERROR(""Failed to PAMT walk to entry - PAMT is locked\n"");"
