Structure,File,Line,Text
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,58,bool_t                sept_locked_flag = false;     // Indicate SEPT is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,59,bool_t                septe_locked_flag = false;    // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,127,// L1 SEPT tree walk and state checks
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,129,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,148,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,152,// Lock the SEPT entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,158,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,163,// Read the SEPT entry after being locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,170,"TDX_ERROR(""TDH_MEM_SEPT_REMOVE_LEAF is not allowed in current SEPT entry state - 0x%llx\n"", sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,175,// Check and lock the new L1 and L2 SEPT physical pages.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,177,// Get removed page L1 SEPT HPA PAMT entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,203,"TDX_ERROR(""Removed SEPT entry is not blocked - 0x%llx\n"", sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,226,if (!is_sept_free(&removed_page_sept_page_ptr->sept[i]))
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,228,"TDX_ERROR(""SEPT entry [%d] is not FREE\n"", i);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,242,// Walk the L2 SEPT tree to locate the parent entry for the removed SEPT page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,246,// Should not happen - no need to free the L2 SEPT PTR's
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,253,// Should not happen - no need to free the L2 SEPT PTR's
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,262,"// Get the PAMT node entry of the L2 SEPT page that will be removed, and lock it"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,129,// GPA and SEPT related variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,131,ia32e_sept_t        * page_sept_entry_ptr = NULL; // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,132,ia32e_sept_t          page_sept_entry_copy;       // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,133,ept_level_t           page_level_entry = sept_level_and_gpa.level; // SEPT entry level of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,134,bool_t                sept_locked_flag = false;  // Indicate SEPT is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,135,bool_t                septe_locked_flag = false; // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,186,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,205,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,209,// Lock the SEPT entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,215,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,220,// Read the SEPT entry after being locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,236,"TDX_ERROR(""MEM.RANGE.BLOCK not allowed in current SEPT entry - 0x%llx!\n"", page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,246,// Update the SEPT entry in memory
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,252,"// This is done after blocking the L1 SEPT entry.  This way, if there's an EPT violation in an"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,253,"// L2 VM before we blocked the L2 SEPT entries, the VM exit handler will understand that the"
SEPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,265,// Should not happen - no need to free the L2 SEPT PTR's
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,53,// GPA and SEPT related variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,56,ia32e_sept_t        * sept_entry_ptr = NULL;        // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,57,ia32e_sept_t          sept_entry_copy;              // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,58,ept_level_t           sept_level_entry = gpa_mappings.level; // SEPT entry level of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,59,bool_t                sept_locked_flag = false;     // Indicate SEPT is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,60,bool_t                septe_locked_flag = false;    // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,117,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,135,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,139,// Lock the SEPT entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,145,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,150,// Read the SEPT entry after being locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,168,// Should not happen - no need to free the L2 SEPT PTR's
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,173,// Get the L2 attributes.  L2 SEPT entry does not hold BLOCKEDW or PENDING indications
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,56,// GPA and SEPT related variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,59,ia32e_sept_t        * page_sept_entry_ptr = NULL;   // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,60,ia32e_sept_t          page_sept_entry_copy;         // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,61,ept_level_t           page_level_entry = gpa_mappings.level; // SEPT entry level of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,120,"// SEPT tree is implicitly locked in exclusive mode, since TDR is exclusively locked"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,129,// SEPT and walk to find entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,138,"TDX_ERROR(""Failed on SEPT walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,142,"// SEPT tree is implicitly locked in exclusive mode, since TDR is exclusively locked"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,149,"TDX_ERROR(""TDH_MEM_PAGE_ADD is not allowed in current SEPT entry state - 0x%llx\n"", page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,44,// Map the new SEPT EPT page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,73,"/* No new L1 SEPT page was provided.  This is only allowed for version 1 or higher, and an L1 SEPT page"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,74,"must already exist.  The existing L1 SEPT entry should be non-leaf, mapped. */"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,88,// A new L1 SEPT page was provided
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,89,// Verify the parent entry located for new SEPT page is FREE
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,93,// Prepare the new L1 SEPT page. The page will be added later after all checks are done.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,94,// Check and lock the new SEPT page in PAMT
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,104,"TDX_ERROR(""Failed to check/lock the new SEPT EPT page 0x%llx - error = %llx\n"","
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,111,// An SEPT page already exists
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,119,"TDX_ERROR(""SEPT page already exists - 0x%llx, but existing pages are not allowed\n"", page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,123,}   // A new L1 SEPT page was provided
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,151,// Walk the L2 SEPT tree to locate the parent entry for the new SEPT page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,155,"TDX_ERROR(""L2 SEPT walk failed on VM(%d), level %d\n"", vm_id, page_level_entry)"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,163,// Prepare the new L2 SEPT page.  The page will be added later after all checks are done.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,173,"TDX_ERROR(""Failed to check/lock the new SEPT EPT page 0x%llx for VM (%d) - error = %llx\n"","
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,180,// An SEPT page already exists
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,187,"TDX_ERROR(""L2 SEPT 0x%llx is not free, and existing not allowed!\n"", page_sept_entry_ptr[vm_id]->raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,213,// There's a new SEPT page (non-NULL and not pre-existing)
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,216,// Update the L1 SEPT entry in memory with the new Secure EPT page HPA and NL_MAPPED state.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,217,// Keep the L1 SEPT entry locked.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,238,// There's a new SEPT page (non-NULL and not pre-existing)
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,239,// Check for a pending interrupt only if at least one SEPT page has been added
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,254,// Set the alias indication in the L1 SEPT entry
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,289,// GPA and SEPT related variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,291,page_info_api_input_t gpa_mappings = sept_level_and_gpa;    // GPA and SEPT level
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,292,ia32e_sept_t        * page_sept_entry_ptr[MAX_VMS] = { 0 }; // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,293,ia32e_sept_t          page_sept_entry_copy;                 // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,294,ept_level_t           page_level_entry = sept_level_and_gpa.level;  // SEPT entry level of the page parent
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,295,bool_t                sept_locked_flag = false;  // Indicate SEPT tree is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,296,bool_t                septe_locked_flag = false; // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,298,// New SEPT EPT page variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,302,bool_t                sept_page_locked_flag[MAX_VMS] = { 0 };    // Indicate SEPT EPT page PAMT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,329,"// If the input new SEPT page pa is not NULL_PA, then we ignore bit 63"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,332,"// If the input new SEPT page pa is not NULL_PA, then we ignore bit 63"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,388,// L1 SEPT tree walk and state checks
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,390,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,409,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,413,// Lock the SEPT entry in memory
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,419,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,424,// Read the SEPT entry (again after locking)
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,427,// Check if the L1 SEPT entry state is allowed.  Refined checks are done below.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,430,"TDX_ERROR(""L1 SEPT sate (0x%llx) is not allowed for this SEAMCALL\n"", page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,437,// Check and lock the new L1 and L2 SEPT physical pages.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,439,// Process the L1 SEPT page. Either add a new page or make sure it exists.
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,450,// Process the L2 SEPT pages
SEPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,464,// Add the new L1 and L2 SEPT pages
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,58,ia32e_sept_t        * mapped_page_sept_entry_ptr = NULL;              // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,59,ia32e_sept_t          mapped_page_sept_entry_copy;                    // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,60,ept_level_t           mapped_page_level_entry = gpa_mappings.level;   // SEPT entry level of the mapped page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,61,bool_t                sept_locked_flag = false;                       // Indicate SEPT is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,62,bool_t                septe_locked_flag = false;                      // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,112,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,131,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,135,// Lock the SEPT entry in memory
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,141,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,146,// Read the SEPT entry (again after locking)
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,155,"TDX_ERROR(""Is leaf entry, or not allowed in current SEPT entry - 0x%llx!\n"", mapped_page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,191,"TDX_ERROR(""Relocated SEPT entry is not blocked - 0x%llx\n"", mapped_page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,244,"// This is done before unblocking the L1 SEPT entry.  This way, if there's an EPT violation in an"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,245,"// L2 VM before we blocked the L2 SEPT entries, the VM exit handler will understand that the"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,260,// Should not happen - no need to free the L2 SEPT PTR's
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,84,// GPA and SEPT related variables
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,87,ia32e_sept_t* split_page_sept_entry_ptr = NULL; // SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,88,ia32e_sept_t          split_page_sept_entry_copy;       // Cached SEPT entry of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,89,ept_level_t           split_page_level_entry = gpa_mappings.level; // SEPT entry level of the page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,92,bool_t                sept_locked_flag = false;         // Indicate SEPT is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,93,bool_t                septe_locked_flag = false;        // Indicate SEPT entry is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,96,pa_t                  sept_page_pa[MAX_VMS];                     // Physical address of the new SEPT page
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,98,bool_t                sept_page_locked_flag[MAX_VMS] = { 0 };    // Indicate SEPT page is locked
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,164,"// Check GPA, lock SEPT and walk to find entry"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,183,"TDX_ERROR(""Failed on GPA check, SEPT lock or walk - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,198,// Lock the SEPT entry in memory
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,204,"TDX_ERROR(""Failed on SEPT host-side lock attempt\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,209,// Read the SEPT entry (again after locking)
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,218,"TDX_ERROR(""Not leaf entry, or not allowed in current SEPT entry - 0x%llx!\n"", split_page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,239,"TDX_ERROR(""Demoted SEPT entry is not blocked - 0x%llx\n"", split_page_sept_entry_copy.raw);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,259,"// At this point we know that either the SEPT entry is blocked, so that the guest TD is not running."
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,260,"// Therefore, we can assume that the guest TD will not modify the SEPT entry (including not acquiring its guest-side lock)."
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,271,"TDX_ERROR(""Failed to check/lock/map the new SEPT page - error = %llx\n"", return_val);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,284,"// No new SEPT page, this is only valid if no alias exists"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,287,"TDX_ERROR(""No new SEPT page, this is only valid if no alias existse\n"");"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,304,"TDX_ERROR(""Failed to check/lock/map the new L2 (%d) SEPT page - error = %llx\n"","
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,311,// Set bit 63 of the SEPT PA to indicate it is not used
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,317,// Prepare the new L1 and L2 SEPT pages that will map the 512 small pages.
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,318,// This can fail; in this case the new SEPT pages are modified but their PAMT entries are not yet updated.
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,320,"// Prepare the SEPT entry for the small pages:  non-blocked, non-locked"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,328,// Split the L1 SEPT
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,333,// Split the L2 SEPT
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,355,"TDX_ERROR(""Failed on L2 SEPT walk for VM %d\n"", vm_id);"
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,361,// Prepare the L2 SEPT entry image for the small page.
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,371,// Map the L2 new Secure EPT page and fill it with small page SEPT entries
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,441,// Set the aliased flag in the L1 non-leaf SEPT entry (this is done as a locked operation)
SEPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,454,// Return the (possibly updated) L2 SEPT page HPA values
SEPT,common/data_structures/td_control_structures.h,75,"L2_SEPT_ROOT_PAGE_BASE_INDEX = 6,   // First L2 SEPT Root page"
SEPT,common/data_structures/td_control_structures.h,251,"//  62 (TPA), 63 (PERFMON), 28 (SEPT VE DISABLE), and 27 (TDX_ATTRIBUTES_LASS_SUPPORT)"
SEPT,common/memory_handlers/sept_manager.h,25,* @brief SEPT manager headers
SEPT,common/memory_handlers/sept_manager.h,40,/// SEPT state masks
SEPT,common/memory_handlers/sept_manager.h,110,// Architectural L2 SEPT entry as provided to users - see the FAS document
SEPT,common/memory_handlers/sept_manager.h,195,// Clearing the TDP bit relies of specific encoding of the SEPT entry state.
SEPT,common/memory_handlers/sept_manager.h,207,/// SEPT state queries
SEPT,common/memory_handlers/sept_manager.h,303,*        for a given SEPT State
SEPT,common/memory_handlers/sept_manager.h,485,/* Set the MT bits based on the IPAT_TDMEM state bit - see the SEPT spreadsheet
SEPT,common/memory_handlers/sept_manager.h,533,"* @brief - Update the architectural GPA attributes, Memory Type and IPTA of the leaf L2 SEPT entry."
SEPT,common/memory_handlers/sept_manager.h,538,*          Update the IPAT_TDMEM and MT - see the SEPT spreadsheet
SEPT,common/memory_handlers/sept_manager.h,556,* Get the architectural GPA attributes of the L2 SEPT entry.
SEPT,common/memory_handlers/sept_manager.h,557,* See the SEPT spreadsheet for details.
SEPT,common/memory_handlers/sept_manager.h,565,*  @param l2_sept_entry_ptr - pointer to the L2 sept entry
SEPT,common/memory_handlers/sept_manager.h,622,* @brief Clear SEPT entry's alias indication for the specified L2 VM's SEPT
SEPT,common/memory_handlers/sept_manager.h,623,Assumes the current SEPT entry is a non-FREE non-REMOVED leaf entry.
SEPT,common/memory_handlers/sept_manager.h,651,* @brief Set SEPT entry's alias indication for the specified L2 VM's SEPT
SEPT,common/memory_handlers/sept_manager.h,652,Assumes the current SEPT entry is a non-FREE non-REMOVED leaf entry.
SEPT,common/memory_handlers/sept_manager.h,705,/// SEPT state setters - releases all locks
SEPT,common/memory_handlers/sept_manager.h,771,* @brief Map a SEPT leaf entry - releases all lock on current entry
SEPT,common/memory_handlers/sept_manager.h,776,* @param state_encoding the new sept entry state
SEPT,common/memory_handlers/sept_manager.h,782,* @brief Map a SEPT leaf entry - with a taken entry lock.
SEPT,common/memory_handlers/sept_manager.h,789,* @param state_encoding the new sept entry state
SEPT,common/memory_handlers/sept_manager.h,795,* @brief Map a SEPT leaf entry - with a taken entry lock.
SEPT,common/memory_handlers/sept_manager.h,801,* @param state_encoding the new sept entry state
SEPT,common/memory_handlers/sept_manager.h,814,* @brief Map a SEPT non-leaf entry
SEPT,common/memory_handlers/sept_manager.h,843,* @brief Map a L2 SEPT non-leaf entry - releases all lock on current entry
SEPT,common/memory_handlers/sept_manager.h,852,/** @brief Cleanup the SEPT entry if the page is PENDING
SEPT,common/memory_handlers/sept_manager.h,868,"*        If the SEPT entry was not blocked (NL_BLOCKED, BLOCKED, PENDING_BLOCKED), do nothing."
SEPT,common/memory_handlers/sept_manager.h,873,* @param ept_entry - Pointer to SEPT entry to be unblocked
SEPT,common/memory_handlers/sept_manager.h,879,"*         If the SEPT entry was not blocked (L2_NL_BLOCKED, L2_BLOCKED), do nothing."
SEPT,common/memory_handlers/sept_manager.h,886,* @param ept_entry - Pointer to SEPT entry to be unblocked
SEPT,common/memory_handlers/sept_manager.h,915,"// Else - The SEPT entry was not blocked, do nothing"
SEPT,common/memory_handlers/sept_manager.h,946,* @param ept_entry - SEPT entry from which the arch state will be extracted
SEPT,common/memory_handlers/sept_manager.h,947,* @param level - Level of the given SEPT entry
SEPT,common/memory_handlers/sept_manager.h,955,* @param l2_sept_entry - L2 SEPT entry from which the arch state will be extracted
SEPT,common/memory_handlers/sept_manager.h,956,* @param vm_id - VM id to which the L2 SEPT entry belongs
SEPT,common/memory_handlers/sept_manager.h,958,* @param level - Level of the given L2 SEPT entry
SEPT,common/memory_handlers/sept_manager.h,973,"* @brief Private GPA-walk will walk over SEPT, and force assign private_hkid to each HPA at each level."
SEPT,common/memory_handlers/sept_manager.h,978,* @param septp SEPT pointer that should be used in the walk
SEPT,common/memory_handlers/sept_manager.h,980,* @param private_hkid HKID that can be assigned to HPA of each SEPT entry during the walk
SEPT,common/memory_handlers/sept_manager.h,987,"*               User should read the SEPT entry from the cached value only,"
SEPT,common/memory_handlers/sept_manager.h,989,"* @param l2_sept_guest_side_walk - In L2 SEPT guest-side walk, entry presence is checked"
SEPT,common/memory_handlers/sept_manager.h,990,"*                                  by L2_FREE SEPT state, instead of regular RWX bits."
SEPT,common/memory_handlers/sept_manager.h,993,* @return Linear pointer to last SEPT entry that was found during the walk.
SEPT,common/memory_handlers/sept_manager.c,25,* @brief SEPT manager implementaiton
SEPT,common/memory_handlers/sept_manager.c,374,"pte = &(pt->sept[get_ept_entry_idx(gpa, current_lvl)]);"
SEPT,common/memory_handlers/sept_manager.c,394,"// In L2 SEPT guest-side walk mode, a L2_FREE state is checked"
SEPT,common/memory_handlers/sept_manager.c,434,"TDX_ERROR(""SEPT state was not updated! sept entry: 0x%llx\n"", ept_entry->raw);"
SEPT,common/memory_handlers/sept_manager.c,501,// Sanity check: SEPT entry must be unlocked
SEPT,common/memory_handlers/sept_manager.c,526,*          *** See the SEPT spreadsheet for L2 SEPT entry format ***
SEPT,common/memory_handlers/sept_manager.c,527,*          MT and IPAT bits are set based on is_mmio - see the SEPT spreadsheet
SEPT,common/memory_handlers/sept_manager.c,675,// Create the architectural SEPT entry as reported to the user
SEPT,common/memory_handlers/sept_manager.c,767,"// The SEPT entry was not blocked, do nothing"
SEPT,common/memory_handlers/sept_manager.c,823,"// Fatal error, the SEPT entry was not as expected. shouold never happen."
SEPT,common/x86_defs/x86_defs.h,476,#define SEPT_ENTRY_TDSA_BIT_POSITION      60  // SEPT Alias (Link)
SEPT,common/x86_defs/x86_defs.h,620,ia32e_sept_t sept[512];
SEPT,common/helpers/helpers.c,812,"lock_type, // Lock the SEPT tree"
SEPT,common/helpers/helpers.c,831,"// Don't lock SEPT, heck private GPA validity and walk to any leaf"
SEPT,common/helpers/helpers.c,833,"TDX_LOCK_NO_LOCK,  // Do not lock SEPT tree"
SEPT,common/helpers/helpers.c,852,"TDX_LOCK_NO_LOCK,   // Do not lock SEPT tree"
SEPT,common/helpers/helpers.c,2651,* using the L1 SEPT
SEPT,common/helpers/helpers.c,2712,* using the L1 SEPT
SEPT,common/helpers/helpers.c,2721,* using the L1 SEPT.
SEPT,common/helpers/tdx_locks.h,245,// SEPT locks:
SEPT,common/helpers/tdx_locks.h,272,// No need for atomic operations since the SEPT entry is locked
SEPT,common/helpers/tdx_locks.h,294,// set the TDEL bit to 0 on a local SEPT entry copy. No need for atomic operations
SEPT,common/helpers/error_reporting.h,46,* @brief Prepares the extended info specific struct (sept with td_handle) for fatal error diagnostics logging
SEPT,common/helpers/error_reporting.h,57,* @brief Prepares the extended info specific struct (sept with EPTP) for fatal error diagnostics logging
SEPT,common/helpers/helpers.h,795,* @note Function takes an exclusive lock over SEPT (TDCS.SEPT_LOCK). Lock should be freed after
SEPT,common/helpers/helpers.h,798,"* @param tdcs_p - Linear pointer to the TDCS - used to get GPAW, SEPTP and acquire SEPT lock."
SEPT,common/helpers/helpers.h,801,* @param hkid - HKID to be used during the SEPT page walk (accesses to SEPT entries)
SEPT,common/helpers/helpers.h,802,* @param lock_type - Type of lock to take on the SEPT root lock
SEPT,common/helpers/helpers.h,803,* @param sept_entry - Returns a linear pointer to the SEPT entry at the requested level.
